user_id,channel,record_datetime,duration_hhmmss,gender,age,province,age_group,time_of_day,seconds_viewed
939566,Supersport Live Events,2016-01-09T15:40:00.000Z,1899-12-31T00:22:02.000Z,male,29,Mpumalanga,youth,Afternoon,1322
771778,Supersport Live Events,2016-02-05T13:47:00.000Z,1899-12-31T00:04:12.000Z,male,21,Eastern Cape,youth,Afternoon,252
808915,SuperSport Blitz,2016-02-20T05:34:00.000Z,1899-12-31T00:01:14.000Z,male,37,Kwazulu Natal,adults,Morning,74
808915,Supersport Live Events,2016-02-21T13:45:00.000Z,1899-12-31T00:00:50.000Z,male,37,Kwazulu Natal,adults,Afternoon,50
808916,E! Entertainment,2016-02-19T11:03:00.000Z,1899-12-31T00:01:42.000Z,male,43,Western Cape,adults,Morning,102
808916,Boomerang,2016-02-19T20:15:00.000Z,1899-12-31T00:00:00.000Z,male,43,Western Cape,adults,Evening,0
831679,Supersport Live Events,2016-03-01T03:17:00.000Z,1899-12-31T00:00:50.000Z,male,27,Gauteng,youth,Night,50
808917,Break in transmission,2016-02-27T18:13:00.000Z,1899-12-31T00:00:26.000Z,male,34,Gauteng,youth,Evening,26
808917,Supersport Live Events,2016-02-28T20:20:00.000Z,1899-12-31T00:00:24.000Z,male,34,Gauteng,youth,Evening,24
939570,kykNET,2016-03-30T23:52:00.000Z,1899-12-31T00:01:24.000Z,male,22,Gauteng,youth,Night,84
880213,Africa Magic,2016-03-30T19:13:00.000Z,1899-12-31T00:00:11.500Z,male,33,Gauteng,youth,Evening,11
2255459,SawSee,2016-03-09T08:51:00.000Z,1899-12-31T00:00:15.000Z,male,22,Mpumalanga,youth,Morning,15
2255459,Channel O,2016-03-29T02:23:00.000Z,1899-12-31T00:07:54.000Z,male,22,Mpumalanga,youth,Night,474
808921,Trace TV,2016-03-02T06:01:00.000Z,1899-12-31T00:18:27.000Z,male,24,Mpumalanga,youth,Morning,1107
808921,Channel O,2016-03-06T15:58:00.000Z,1899-12-31T00:00:48.000Z,male,24,Mpumalanga,youth,Afternoon,48
831683,CNN,2016-02-25T19:48:00.000Z,1899-12-31T00:00:42.000Z,male,36,Kwazulu Natal,adults,Evening,42
831683,Africa Magic,2016-02-25T15:59:00.000Z,1899-12-31T00:00:00.000Z,male,36,Kwazulu Natal,adults,Afternoon,0
831683,ICC Cricket World Cup 2011,2016-03-04T07:21:00.000Z,1899-12-31T00:00:00.000Z,male,36,Kwazulu Natal,adults,Morning,0
761775,Cartoon Network,2016-02-04T14:12:00.000Z,1899-12-31T00:02:15.000Z,male,24,Gauteng,youth,Afternoon,135
761775,SuperSport Blitz,2016-01-25T15:59:00.000Z,1899-12-31T00:01:14.000Z,male,24,Gauteng,youth,Afternoon,74
866131,Boomerang,2016-03-07T17:16:00.000Z,1899-12-31T00:00:03.000Z,male,44,Western Cape,adults,Evening,3
904019,Africa Magic,2016-03-29T16:03:00.000Z,1899-12-31T00:14:57.500Z,female,25,Gauteng,youth,Afternoon,897
939575,Africa Magic,2016-03-10T21:30:00.000Z,1899-12-31T00:01:22.000Z,male,25,Gauteng,youth,Night,82
808923,SuperSport Blitz,2016-02-21T18:03:00.000Z,1899-12-31T00:01:12.000Z,male,23,Eastern Cape,youth,Evening,72
808923,Trace TV,2016-02-17T18:45:00.000Z,1899-12-31T00:13:21.000Z,male,23,Eastern Cape,youth,Evening,801
933014,Boomerang,2016-03-31T23:24:00.000Z,1899-12-31T00:00:00.000Z,male,19,Limpopo,youth,Night,0
892461,SawSee,2016-03-12T08:24:00.000Z,1899-12-31T00:01:18.000Z,male,30,Kwazulu Natal,youth,Morning,78
892461,SawSee,2016-03-09T03:54:00.000Z,1899-12-31T00:00:00.000Z,male,30,Kwazulu Natal,youth,Night,0
2255463,Boomerang,2016-03-31T13:17:00.000Z,1899-12-31T00:00:54.000Z,male,43,Gauteng,adults,Afternoon,54
808926,Supersport Live Events,2016-02-19T07:20:00.000Z,1899-12-31T01:29:08.000Z,male,22,Western Cape,youth,Morning,5348
808926,Channel O,2016-02-21T06:27:00.000Z,1899-12-31T00:01:48.000Z,male,22,Western Cape,youth,Morning,108
808926,Trace TV,2016-02-02T10:17:00.000Z,1899-12-31T00:01:06.000Z,male,22,Western Cape,youth,Morning,66
808926,Supersport Live Events,2016-02-25T06:38:00.000Z,1899-12-31T00:03:14.000Z,male,22,Western Cape,youth,Morning,194
808926,Cartoon Network,2016-02-18T12:00:00.000Z,1899-12-31T00:21:11.000Z,male,22,Western Cape,youth,Afternoon,1271
771783,Trace TV,2016-02-01T12:51:00.000Z,1899-12-31T00:04:45.000Z,male,23,Gauteng,youth,Afternoon,285
771783,SawSee,2016-01-30T21:43:00.000Z,1899-12-31T00:00:13.000Z,male,23,Gauteng,youth,Night,13
2368357,SuperSport Blitz,2016-03-02T12:32:00.000Z,1899-12-31T00:03:52.000Z,male,37,Gauteng,adults,Afternoon,232
2368357,Supersport Live Events,2016-03-08T10:46:00.000Z,1899-12-31T00:00:56.000Z,male,37,Gauteng,adults,Morning,56
2368357,Cartoon Network,2016-03-08T15:28:00.000Z,1899-12-31T00:00:00.000Z,male,37,Gauteng,adults,Afternoon,0
2368357,Trace TV,2016-03-08T15:28:00.000Z,1899-12-31T00:00:00.000Z,male,37,Gauteng,adults,Afternoon,0
788616,SuperSport Blitz,2016-01-27T12:03:00.000Z,1899-12-31T00:00:06.000Z,female,44,Gauteng,adults,Afternoon,6
771785,ICC Cricket World Cup 2011,2016-02-28T16:53:00.000Z,1899-12-31T00:00:46.000Z,male,43,Gauteng,adults,Afternoon,46
630977,Trace TV,2016-01-16T09:52:00.000Z,1899-12-31T00:00:15.000Z,male,28,Gauteng,youth,Morning,15
808928,Channel O,2016-02-13T19:35:00.000Z,1899-12-31T00:05:30.000Z,male,35,Gauteng,youth,Evening,330
808928,ICC Cricket World Cup 2011,2016-03-01T12:15:00.000Z,1899-12-31T00:00:00.000Z,male,35,Gauteng,youth,Afternoon,0
831694,Africa Magic,2016-03-01T22:07:00.000Z,1899-12-31T00:00:02.000Z,male,25,Limpopo,youth,Night,2
808929,Africa Magic,2016-01-11T18:18:00.000Z,1899-12-31T00:00:57.000Z,female,32,Eastern Cape,youth,Evening,57
808929,Cartoon Network,2016-01-24T18:35:00.000Z,1899-12-31T01:32:32.000Z,female,32,Eastern Cape,youth,Evening,5552
892465,Cartoon Network,2016-03-13T18:39:00.000Z,1899-12-31T00:02:31.000Z,male,36,Gauteng,adults,Evening,151
892465,Channel O,2016-03-14T10:38:00.000Z,1899-12-31T00:00:36.000Z,male,36,Gauteng,adults,Morning,36
892465,CNN,2016-03-18T14:04:00.000Z,1899-12-31T00:00:37.000Z,male,36,Gauteng,adults,Afternoon,37
892465,Vuzu,2016-03-19T07:23:00.000Z,1899-12-31T00:00:20.000Z,male,36,Gauteng,adults,Morning,20
892465,Africa Magic,2016-03-31T10:45:00.000Z,1899-12-31T00:00:08.000Z,male,36,Gauteng,adults,Morning,8
892465,Africa Magic,2016-03-30T14:13:00.000Z,1899-12-31T00:00:26.000Z,male,36,Gauteng,adults,Afternoon,26
820335,ICC Cricket World Cup 2011,2016-03-08T09:19:00.000Z,1899-12-31T00:22:56.000Z,male,17,Gauteng,children,Morning,1376
