user_id,channel,record_datetime_utc,record_datetime_sast,month_sast,duration_hhmmss,gender,age,province,race,age_group,time_of_day,seconds_viewed,hours_viewed
809116,SuperSport Blitz,2016-02-22T19:55:00.000Z,2016-02-22T21:55:00.000Z,2016-02,1899-12-31T00:01:32.000Z,male,55,Limpopo,black,adults,Night,92,0.03
809116,Supersport Live Events,2016-01-15T18:43:00.000Z,2016-01-15T20:43:00.000Z,2016-01,1899-12-31T00:00:00.000Z,male,55,Limpopo,black,adults,Evening,0,0.00
796033,Boomerang,2016-02-12T00:17:00.000Z,2016-02-12T02:17:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,25,Limpopo,black,youth,Night,0,0.00
809117,ICC Cricket World Cup 2011,2016-03-06T09:55:00.000Z,2016-03-06T11:55:00.000Z,2016-03,1899-12-31T00:00:54.000Z,female,39,Western Cape,black,adults,Morning,54,0.02
809117,Channel O,2016-02-09T15:02:00.000Z,2016-02-09T17:02:00.000Z,2016-02,1899-12-31T00:00:12.000Z,female,39,Western Cape,black,adults,Evening,12,0.00
809117,Channel O,2016-03-01T16:11:00.000Z,2016-03-01T18:11:00.000Z,2016-03,1899-12-31T00:00:36.000Z,female,39,Western Cape,black,adults,Evening,36,0.01
809117,Africa Magic,2016-03-01T20:07:00.000Z,2016-03-01T22:07:00.000Z,2016-03,1899-12-31T00:00:57.000Z,female,39,Western Cape,black,adults,Night,57,0.02
2285790,CNN,2016-02-11T20:09:00.000Z,2016-02-11T22:09:00.000Z,2016-02,1899-12-31T01:27:09.000Z,male,46,Mpumalanga,None,adults,Night,5229,1.45
2285790,CNN,2016-03-13T06:30:00.000Z,2016-03-13T08:30:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,46,Mpumalanga,None,adults,Morning,0,0.00
2285790,CNN,2016-02-21T16:03:00.000Z,2016-02-21T18:03:00.000Z,2016-02,1899-12-31T01:01:02.000Z,male,46,Mpumalanga,None,adults,Evening,3662,1.02
2285790,CNN,2016-03-04T14:46:00.000Z,2016-03-04T16:46:00.000Z,2016-03,1899-12-31T00:06:55.000Z,male,46,Mpumalanga,None,adults,Afternoon,415,0.12
2285790,CNN,2016-02-03T13:52:00.000Z,2016-02-03T15:52:00.000Z,2016-02,1899-12-31T07:24:22.000Z,male,46,Mpumalanga,None,adults,Afternoon,26662,7.41
2285790,CNN,2016-03-15T10:28:00.000Z,2016-03-15T12:28:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,46,Mpumalanga,None,adults,Afternoon,0,0.00
2285790,CNN,2016-02-23T13:42:00.000Z,2016-02-23T15:42:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,46,Mpumalanga,None,adults,Afternoon,0,0.00
2285790,CNN,2016-03-25T13:44:00.000Z,2016-03-25T15:44:00.000Z,2016-03,1899-12-31T01:03:47.000Z,male,46,Mpumalanga,None,adults,Afternoon,3827,1.06
2285790,CNN,2016-03-17T13:42:00.000Z,2016-03-17T15:42:00.000Z,2016-03,1899-12-31T01:03:55.000Z,male,46,Mpumalanga,None,adults,Afternoon,3835,1.07
2285790,CNN,2016-03-17T18:12:00.000Z,2016-03-17T20:12:00.000Z,2016-03,1899-12-31T01:02:33.000Z,male,46,Mpumalanga,None,adults,Evening,3753,1.04
190586,Boomerang,2016-01-17T17:07:00.000Z,2016-01-17T19:07:00.000Z,2016-01,1899-12-31T00:00:17.000Z,None,0,None,None,children,Evening,17,0.00
831888,Boomerang,2016-03-01T21:59:00.000Z,2016-03-01T23:59:00.000Z,2016-03,1899-12-31T00:15:12.000Z,male,26,Western Cape,coloured,youth,Night,912,0.25
831888,Break in transmission,2016-03-01T20:30:00.000Z,2016-03-01T22:30:00.000Z,2016-03,1899-12-31T00:00:22.000Z,male,26,Western Cape,coloured,youth,Night,22,0.01
771974,Channel O,2016-02-02T10:28:00.000Z,2016-02-02T12:28:00.000Z,2016-02,1899-12-31T00:02:24.000Z,male,23,Eastern Cape,black,youth,Afternoon,144,0.04
771974,Trace TV,2016-02-10T09:24:00.000Z,2016-02-10T11:24:00.000Z,2016-02,1899-12-31T00:01:24.000Z,male,23,Eastern Cape,black,youth,Morning,84,0.02
771974,Trace TV,2016-01-30T12:16:00.000Z,2016-01-30T14:16:00.000Z,2016-01,1899-12-31T00:00:21.000Z,male,23,Eastern Cape,black,youth,Afternoon,21,0.01
771974,Channel O,2016-01-29T21:23:00.000Z,2016-01-29T23:23:00.000Z,2016-01,1899-12-31T00:00:48.000Z,male,23,Eastern Cape,black,youth,Night,48,0.01
771974,Channel O,2016-01-30T11:51:00.000Z,2016-01-30T13:51:00.000Z,2016-01,1899-12-31T00:08:09.000Z,male,23,Eastern Cape,black,youth,Afternoon,489,0.14
536151,Cartoon Network,2016-01-11T14:15:00.000Z,2016-01-11T16:15:00.000Z,2016-01,1899-12-31T00:00:54.000Z,female,42,Western Cape,white,adults,Afternoon,54,0.02
866335,SuperSport Blitz,2016-03-20T12:50:00.000Z,2016-03-20T14:50:00.000Z,2016-03,1899-12-31T00:01:30.000Z,male,32,Gauteng,black,youth,Afternoon,90,0.03
771978,Boomerang,2016-02-05T03:06:00.000Z,2016-02-05T05:06:00.000Z,2016-02,1899-12-31T00:00:31.000Z,male,23,Kwazulu Natal,black,youth,Morning,31,0.01
809123,CNN,2016-02-03T20:19:00.000Z,2016-02-03T22:19:00.000Z,2016-02,1899-12-31T00:01:00.000Z,male,50,Gauteng,black,adults,Night,60,0.02
820562,SuperSport Blitz,2016-01-06T17:50:00.000Z,2016-01-06T19:50:00.000Z,2016-01,1899-12-31T00:00:40.000Z,male,44,Gauteng,other,adults,Evening,40,0.01
820562,CNN,2016-02-04T13:57:00.000Z,2016-02-04T15:57:00.000Z,2016-02,1899-12-31T00:03:24.000Z,male,44,Gauteng,other,adults,Afternoon,204,0.06
820562,CNN,2016-02-01T19:11:00.000Z,2016-02-01T21:11:00.000Z,2016-02,1899-12-31T00:00:28.000Z,male,44,Gauteng,other,adults,Night,28,0.01
820562,CNN,2016-01-25T07:09:00.000Z,2016-01-25T09:09:00.000Z,2016-01,1899-12-31T00:15:17.000Z,male,44,Gauteng,other,adults,Morning,917,0.25
809125,Africa Magic,2016-03-19T17:50:00.000Z,2016-03-19T19:50:00.000Z,2016-03,1899-12-31T00:00:24.500Z,male,53,Mpumalanga,black,adults,Evening,24,0.01
788827,kykNET,2016-02-12T09:59:00.000Z,2016-02-12T11:59:00.000Z,2016-02,1899-12-31T00:01:21.000Z,male,28,Western Cape,black,youth,Morning,81,0.02
788827,Channel O,2016-03-10T14:27:00.000Z,2016-03-10T16:27:00.000Z,2016-03,1899-12-31T00:01:21.000Z,male,28,Western Cape,black,youth,Afternoon,81,0.02
820565,Channel O,2016-03-02T05:52:00.000Z,2016-03-02T07:52:00.000Z,2016-03,1899-12-31T00:29:45.000Z,male,23,Limpopo,black,youth,Morning,1785,0.50
820565,Channel O,2016-02-27T15:13:00.000Z,2016-02-27T17:13:00.000Z,2016-02,1899-12-31T00:12:09.000Z,male,23,Limpopo,black,youth,Evening,729,0.20
820565,Channel O,2016-02-28T09:45:00.000Z,2016-02-28T11:45:00.000Z,2016-02,1899-12-31T00:00:06.000Z,male,23,Limpopo,black,youth,Morning,6,0.00
820566,Supersport Live Events,2016-02-26T13:17:00.000Z,2016-02-26T15:17:00.000Z,2016-02,1899-12-31T00:00:44.000Z,female,27,Gauteng,black,youth,Afternoon,44,0.01
820566,CNN,2016-02-25T18:50:00.000Z,2016-02-25T20:50:00.000Z,2016-02,1899-12-31T00:02:31.000Z,female,27,Gauteng,black,youth,Evening,151,0.04
820566,DStv Events 1,2016-02-24T19:18:00.000Z,2016-02-24T21:18:00.000Z,2016-02,1899-12-31T00:01:20.000Z,female,27,Gauteng,black,youth,Night,80,0.02
809127,Supersport Live Events,2016-03-18T10:53:00.000Z,2016-03-18T12:53:00.000Z,2016-03,1899-12-31T00:06:52.000Z,male,59,Gauteng,white,adults,Afternoon,412,0.11
809127,Supersport Live Events,2016-02-18T07:00:00.000Z,2016-02-18T09:00:00.000Z,2016-02,1899-12-31T00:01:34.000Z,male,59,Gauteng,white,adults,Morning,94,0.03
820568,ICC Cricket World Cup 2011,2016-02-26T10:08:00.000Z,2016-02-26T12:08:00.000Z,2016-02,1899-12-31T00:16:24.000Z,male,29,Limpopo,indian_asian,youth,Afternoon,984,0.27
820568,SawSee,2016-02-26T12:11:00.000Z,2016-02-26T14:11:00.000Z,2016-02,1899-12-31T00:04:35.000Z,male,29,Limpopo,indian_asian,youth,Afternoon,275,0.08
820568,ICC Cricket World Cup 2011,2016-03-03T12:19:00.000Z,2016-03-03T14:19:00.000Z,2016-03,1899-12-31T00:04:08.000Z,male,29,Limpopo,indian_asian,youth,Afternoon,248,0.07
820568,ICC Cricket World Cup 2011,2016-03-29T11:58:00.000Z,2016-03-29T13:58:00.000Z,2016-03,1899-12-31T00:00:08.000Z,male,29,Limpopo,indian_asian,youth,Afternoon,8,0.00
819402,Supersport Live Events,2016-03-06T13:26:00.000Z,2016-03-06T15:26:00.000Z,2016-03,1899-12-31T00:01:12.000Z,None,0,None,None,children,Afternoon,72,0.02
793729,CNN,2016-01-09T07:21:00.000Z,2016-01-09T09:21:00.000Z,2016-01,1899-12-31T00:14:31.000Z,male,36,Western Cape,coloured,adults,Morning,871,0.24
793729,Boomerang,2016-01-14T15:12:00.000Z,2016-01-14T17:12:00.000Z,2016-01,1899-12-31T00:37:03.000Z,male,36,Western Cape,coloured,adults,Evening,2223,0.62
892659,Boomerang,2016-03-19T16:56:00.000Z,2016-03-19T18:56:00.000Z,2016-03,1899-12-31T00:18:36.000Z,male,45,North West,black,adults,Evening,1116,0.31
870025,Boomerang,2016-03-17T22:55:00.000Z,2016-03-18T00:55:00.000Z,2016-03,1899-12-31T00:12:12.000Z,male,25,Gauteng,indian_asian,youth,Night,732,0.20
939802,ICC Cricket World Cup 2011,2016-03-13T10:19:00.000Z,2016-03-13T12:19:00.000Z,2016-03,1899-12-31T00:01:12.000Z,male,23,Kwazulu Natal,indian_asian,youth,Afternoon,72,0.02
930191,ICC Cricket World Cup 2011,2016-03-31T14:57:00.000Z,2016-03-31T16:57:00.000Z,2016-03,1899-12-31T00:00:34.000Z,female,22,Kwazulu Natal,indian_asian,youth,Afternoon,34,0.01
892661,Cartoon Network,2016-03-11T17:36:00.000Z,2016-03-11T19:36:00.000Z,2016-03,1899-12-31T00:22:21.000Z,male,22,Eastern Cape,black,youth,Evening,1341,0.37
892661,Cartoon Network,2016-03-12T17:30:00.000Z,2016-03-12T19:30:00.000Z,2016-03,1899-12-31T00:01:38.000Z,male,22,Eastern Cape,black,youth,Evening,98,0.03
892661,Trace TV,2016-03-09T16:31:00.000Z,2016-03-09T18:31:00.000Z,2016-03,1899-12-31T00:05:54.000Z,male,22,Eastern Cape,black,youth,Evening,354,0.10
809128,Trace TV,2016-02-18T21:16:00.000Z,2016-02-18T23:16:00.000Z,2016-02,1899-12-31T00:02:42.000Z,male,18,Gauteng,black,youth,Night,162,0.05
809128,Channel O,2016-02-18T21:24:00.000Z,2016-02-18T23:24:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,18,Gauteng,black,youth,Night,0,0.00
809128,Supersport Live Events,2016-01-13T12:43:00.000Z,2016-01-13T14:43:00.000Z,2016-01,1899-12-31T00:02:34.000Z,male,18,Gauteng,black,youth,Afternoon,154,0.04
809128,Trace TV,2016-01-17T05:02:00.000Z,2016-01-17T07:02:00.000Z,2016-01,1899-12-31T00:01:12.000Z,male,18,Gauteng,black,youth,Morning,72,0.02
809128,Trace TV,2016-01-16T09:35:00.000Z,2016-01-16T11:35:00.000Z,2016-01,1899-12-31T00:02:33.000Z,male,18,Gauteng,black,youth,Morning,153,0.04
809128,Africa Magic,2016-01-12T15:12:00.000Z,2016-01-12T17:12:00.000Z,2016-01,1899-12-31T00:03:52.000Z,male,18,Gauteng,black,youth,Evening,232,0.06
809128,E! Entertainment,2016-01-12T18:44:00.000Z,2016-01-12T20:44:00.000Z,2016-01,1899-12-31T00:01:22.000Z,male,18,Gauteng,black,youth,Evening,82,0.02
809128,Cartoon Network,2016-01-12T17:58:00.000Z,2016-01-12T19:58:00.000Z,2016-01,1899-12-31T00:00:33.000Z,male,18,Gauteng,black,youth,Evening,33,0.01
809128,Africa Magic,2016-01-14T14:58:00.000Z,2016-01-14T16:58:00.000Z,2016-01,1899-12-31T00:30:06.000Z,male,18,Gauteng,black,youth,Afternoon,1806,0.50
809128,Trace TV,2016-03-27T20:20:00.000Z,2016-03-27T22:20:00.000Z,2016-03,1899-12-31T00:05:33.000Z,male,18,Gauteng,black,youth,Night,333,0.09
809128,Trace TV,2016-03-26T09:21:00.000Z,2016-03-26T11:21:00.000Z,2016-03,1899-12-31T00:26:18.000Z,male,18,Gauteng,black,youth,Morning,1578,0.44
866344,ICC Cricket World Cup 2011,2016-03-12T14:42:00.000Z,2016-03-12T16:42:00.000Z,2016-03,1899-12-31T11:29:28.000Z,male,42,Western Cape,indian_asian,adults,Afternoon,41368,11.49
866345,Supersport Live Events,2016-03-13T11:25:00.000Z,2016-03-13T13:25:00.000Z,2016-03,1899-12-31T00:00:20.000Z,male,18,Kwazulu Natal,black,youth,Afternoon,20,0.01
866345,Cartoon Network,2016-03-03T17:15:00.000Z,2016-03-03T19:15:00.000Z,2016-03,1899-12-31T00:00:08.000Z,male,18,Kwazulu Natal,black,youth,Evening,8,0.00
866345,Boomerang,2016-03-04T08:36:00.000Z,2016-03-04T10:36:00.000Z,2016-03,1899-12-31T00:00:40.000Z,male,18,Kwazulu Natal,black,youth,Morning,40,0.01
866345,Boomerang,2016-03-04T05:31:00.000Z,2016-03-04T07:31:00.000Z,2016-03,1899-12-31T00:06:34.000Z,male,18,Kwazulu Natal,black,youth,Morning,394,0.11
1106425,Channel O,2016-03-22T06:21:00.000Z,2016-03-22T08:21:00.000Z,2016-03,1899-12-31T00:04:06.000Z,male,27,Gauteng,black,youth,Morning,246,0.07
1106425,Trace TV,2016-03-13T09:59:00.000Z,2016-03-13T11:59:00.000Z,2016-03,1899-12-31T00:01:51.000Z,male,27,Gauteng,black,youth,Morning,111,0.03
1106425,Channel O,2016-03-13T10:49:00.000Z,2016-03-13T12:49:00.000Z,2016-03,1899-12-31T01:11:06.000Z,male,27,Gauteng,black,youth,Afternoon,4266,1.19
1106425,Cartoon Network,2016-03-11T04:26:00.000Z,2016-03-11T06:26:00.000Z,2016-03,1899-12-31T00:00:34.000Z,male,27,Gauteng,black,youth,Morning,34,0.01
1106425,Boomerang,2016-03-11T18:35:00.000Z,2016-03-11T20:35:00.000Z,2016-03,1899-12-31T00:00:11.000Z,male,27,Gauteng,black,youth,Evening,11,0.00
1106425,Channel O,2016-03-19T07:32:00.000Z,2016-03-19T09:32:00.000Z,2016-03,1899-12-31T00:00:27.000Z,male,27,Gauteng,black,youth,Morning,27,0.01
1106425,Channel O,2016-03-20T08:27:00.000Z,2016-03-20T10:27:00.000Z,2016-03,1899-12-31T00:14:18.000Z,male,27,Gauteng,black,youth,Morning,858,0.24
1106425,SuperSport Blitz,2016-03-12T13:55:00.000Z,2016-03-12T15:55:00.000Z,2016-03,1899-12-31T00:04:58.000Z,male,27,Gauteng,black,youth,Afternoon,298,0.08
1106425,DStv Events 1,2016-03-12T14:10:00.000Z,2016-03-12T16:10:00.000Z,2016-03,1899-12-31T00:01:15.000Z,male,27,Gauteng,black,youth,Afternoon,75,0.02
1106425,Boomerang,2016-03-12T14:56:00.000Z,2016-03-12T16:56:00.000Z,2016-03,1899-12-31T00:42:45.000Z,male,27,Gauteng,black,youth,Afternoon,2565,0.71
1106425,Channel O,2016-03-21T07:30:00.000Z,2016-03-21T09:30:00.000Z,2016-03,1899-12-31T00:51:06.000Z,male,27,Gauteng,black,youth,Morning,3066,0.85
820573,Boomerang,2016-02-26T17:06:00.000Z,2016-02-26T19:06:00.000Z,2016-02,1899-12-31T00:00:20.000Z,male,32,Gauteng,white,youth,Evening,20,0.01
820573,ICC Cricket World Cup 2011,2016-03-02T10:04:00.000Z,2016-03-02T12:04:00.000Z,2016-03,1899-12-31T00:55:08.000Z,male,32,Gauteng,white,youth,Afternoon,3308,0.92
820573,SawSee,2016-02-28T19:16:00.000Z,2016-02-28T21:16:00.000Z,2016-02,1899-12-31T00:00:57.000Z,male,32,Gauteng,white,youth,Night,57,0.02
865452,ICC Cricket World Cup 2011,2016-03-23T10:14:00.000Z,2016-03-23T12:14:00.000Z,2016-03,1899-12-31T00:06:32.000Z,None,0,None,None,children,Afternoon,392,0.11
865452,Supersport Live Events,2016-03-23T14:44:00.000Z,2016-03-23T16:44:00.000Z,2016-03,1899-12-31T00:02:30.000Z,None,0,None,None,children,Afternoon,150,0.04
904463,Supersport Live Events,2016-03-11T07:18:00.000Z,2016-03-11T09:18:00.000Z,2016-03,1899-12-31T00:16:12.000Z,male,41,Eastern Cape,coloured,adults,Morning,972,0.27
809133,ICC Cricket World Cup 2011,2016-02-21T14:15:00.000Z,2016-02-21T16:15:00.000Z,2016-02,1899-12-31T00:15:56.000Z,male,24,Eastern Cape,indian_asian,youth,Afternoon,956,0.27
809133,ICC Cricket World Cup 2011,2016-03-11T08:51:00.000Z,2016-03-11T10:51:00.000Z,2016-03,1899-12-31T00:21:32.000Z,male,24,Eastern Cape,indian_asian,youth,Morning,1292,0.36
2420497,Trace TV,2016-01-10T19:58:00.000Z,2016-01-10T21:58:00.000Z,2016-01,1899-12-31T00:47:54.000Z,male,22,Western Cape,coloured,youth,Night,2874,0.80
939807,Channel O,2016-03-30T16:24:00.000Z,2016-03-30T18:24:00.000Z,2016-03,1899-12-31T00:01:15.000Z,male,28,Western Cape,coloured,youth,Evening,75,0.02
939807,Trace TV,2016-03-30T14:19:00.000Z,2016-03-30T16:19:00.000Z,2016-03,1899-12-31T00:10:00.000Z,male,28,Western Cape,coloured,youth,Afternoon,600,0.17
939807,Channel O,2016-03-30T15:58:00.000Z,2016-03-30T17:58:00.000Z,2016-03,1899-12-31T00:03:24.000Z,male,28,Western Cape,coloured,youth,Evening,204,0.06
939807,Cartoon Network,2016-03-30T19:08:00.000Z,2016-03-30T21:08:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,28,Western Cape,coloured,youth,Night,0,0.00
939807,CNN,2016-03-30T19:30:00.000Z,2016-03-30T21:30:00.000Z,2016-03,1899-12-31T00:07:40.000Z,male,28,Western Cape,coloured,youth,Night,460,0.13
596302,SawSee,2016-01-03T19:56:00.000Z,2016-01-03T21:56:00.000Z,2016-01,1899-12-31T00:01:19.000Z,male,50,Gauteng,white,adults,Night,79,0.02
820580,E! Entertainment,2016-03-29T11:22:00.000Z,2016-03-29T13:22:00.000Z,2016-03,1899-12-31T00:00:54.000Z,male,26,Kwazulu Natal,coloured,youth,Afternoon,54,0.02
820580,DStv Events 1,2016-03-29T08:01:00.000Z,2016-03-29T10:01:00.000Z,2016-03,1899-12-31T00:00:40.000Z,male,26,Kwazulu Natal,coloured,youth,Morning,40,0.01
820580,Cartoon Network,2016-03-29T14:46:00.000Z,2016-03-29T16:46:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,26,Kwazulu Natal,coloured,youth,Afternoon,0,0.00
820580,Cartoon Network,2016-03-29T14:58:00.000Z,2016-03-29T16:58:00.000Z,2016-03,1899-12-31T00:00:00.000Z,male,26,Kwazulu Natal,coloured,youth,Afternoon,0,0.00
2203512,Supersport Live Events,2016-03-24T12:41:00.000Z,2016-03-24T14:41:00.000Z,2016-03,1899-12-31T01:12:46.000Z,male,33,Mpumalanga,indian_asian,youth,Afternoon,4366,1.21
2203512,Supersport Live Events,2016-01-26T10:09:00.000Z,2016-01-26T12:09:00.000Z,2016-01,1899-12-31T00:04:44.000Z,male,33,Mpumalanga,indian_asian,youth,Afternoon,284,0.08
2203512,ICC Cricket World Cup 2011,2016-03-04T12:15:00.000Z,2016-03-04T14:15:00.000Z,2016-03,1899-12-31T00:00:58.000Z,male,33,Mpumalanga,indian_asian,youth,Afternoon,58,0.02
2203512,Supersport Live Events,2016-01-16T10:30:00.000Z,2016-01-16T12:30:00.000Z,2016-01,1899-12-31T00:06:22.000Z,male,33,Mpumalanga,indian_asian,youth,Afternoon,382,0.11
2203512,SuperSport Blitz,2016-03-23T12:22:00.000Z,2016-03-23T14:22:00.000Z,2016-03,1899-12-31T00:06:02.000Z,male,33,Mpumalanga,indian_asian,youth,Afternoon,362,0.10
771985,Trace TV,2016-02-04T16:32:00.000Z,2016-02-04T18:32:00.000Z,2016-02,1899-12-31T00:07:24.000Z,female,23,Gauteng,black,youth,Evening,444,0.12
771985,Boomerang,2016-01-24T23:01:00.000Z,2016-01-25T01:01:00.000Z,2016-01,1899-12-31T00:00:02.000Z,female,23,Gauteng,black,youth,Night,2,0.00
771985,Africa Magic,2016-01-22T16:24:00.000Z,2016-01-22T18:24:00.000Z,2016-01,1899-12-31T00:11:00.500Z,female,23,Gauteng,black,youth,Evening,660,0.18
809139,Channel O,2016-02-21T20:43:00.000Z,2016-02-21T22:43:00.000Z,2016-02,1899-12-31T00:00:00.000Z,male,28,Limpopo,black,youth,Night,0,0.00
809139,Cartoon Network,2016-01-06T16:58:00.000Z,2016-01-06T18:58:00.000Z,2016-01,1899-12-31T00:00:38.000Z,male,28,Limpopo,black,youth,Evening,38,0.01
809139,Trace TV,2016-01-07T17:00:00.000Z,2016-01-07T19:00:00.000Z,2016-01,1899-12-31T00:05:06.000Z,male,28,Limpopo,black,youth,Evening,306,0.09
809139,Boomerang,2016-01-31T13:00:00.000Z,2016-01-31T15:00:00.000Z,2016-01,1899-12-31T00:00:45.000Z,male,28,Limpopo,black,youth,Afternoon,45,0.01
809139,Channel O,2016-01-28T13:58:00.000Z,2016-01-28T15:58:00.000Z,2016-01,1899-12-31T00:09:24.000Z,male,28,Limpopo,black,youth,Afternoon,564,0.16
809139,Africa Magic,2016-02-12T08:53:00.000Z,2016-02-12T10:53:00.000Z,2016-02,1899-12-31T00:00:02.500Z,male,28,Limpopo,black,youth,Morning,2,0.00
727203,Boomerang,2016-01-18T17:02:00.000Z,2016-01-18T19:02:00.000Z,2016-01,1899-12-31T00:35:31.000Z,male,26,Western Cape,None,youth,Evening,2131,0.59
831909,Channel O,2016-01-04T00:21:00.000Z,2016-01-04T02:21:00.000Z,2016-01,1899-12-31T00:01:18.000Z,male,24,Gauteng,black,youth,Night,78,0.02
831909,Channel O,2016-01-04T12:56:00.000Z,2016-01-04T14:56:00.000Z,2016-01,1899-12-31T00:01:39.000Z,male,24,Gauteng,black,youth,Afternoon,99,0.03
831909,Trace TV,2016-01-22T18:24:00.000Z,2016-01-22T20:24:00.000Z,2016-01,1899-12-31T00:00:33.000Z,male,24,Gauteng,black,youth,Evening,33,0.01
831909,Channel O,2016-01-03T14:41:00.000Z,2016-01-03T16:41:00.000Z,2016-01,1899-12-31T00:02:36.000Z,male,24,Gauteng,black,youth,Afternoon,156,0.04
856641,DStv Events 1,2016-03-09T17:38:00.000Z,2016-03-09T19:38:00.000Z,2016-03,1899-12-31T00:04:40.000Z,male,43,Gauteng,coloured,adults,Evening,280,0.08
856641,CNN,2016-03-10T07:50:00.000Z,2016-03-10T09:50:00.000Z,2016-03,1899-12-31T00:01:19.000Z,male,43,Gauteng,coloured,adults,Morning,79,0.02
856641,CNN,2016-03-10T10:11:00.000Z,2016-03-10T12:11:00.000Z,2016-03,1899-12-31T00:01:08.000Z,male,43,Gauteng,coloured,adults,Afternoon,68,0.02
856641,Channel O,2016-03-10T11:00:00.000Z,2016-03-10T13:00:00.000Z,2016-03,1899-12-31T00:02:33.000Z,male,43,Gauteng,coloured,adults,Afternoon,153,0.04
2091688,Boomerang,2016-02-13T16:18:00.000Z,2016-02-13T18:18:00.000Z,2016-02,1899-12-31T00:00:44.000Z,male,34,Gauteng,black,youth,Evening,44,0.01
763446,Supersport Live Events,2016-02-09T20:27:00.000Z,2016-02-09T22:27:00.000Z,2016-02,1899-12-31T00:00:40.000Z,male,49,Free State,black,adults,Night,40,0.01
2368689,Africa Magic,2016-01-10T04:53:00.000Z,2016-01-10T06:53:00.000Z,2016-01,1899-12-31T00:00:44.500Z,male,32,Gauteng,black,youth,Morning,44,0.01
2368689,Boomerang,2016-01-23T13:43:00.000Z,2016-01-23T15:43:00.000Z,2016-01,1899-12-31T00:00:22.000Z,male,32,Gauteng,black,youth,Afternoon,22,0.01
2368689,Supersport Live Events,2016-01-09T17:58:00.000Z,2016-01-09T19:58:00.000Z,2016-01,1899-12-31T00:01:04.000Z,male,32,Gauteng,black,youth,Evening,64,0.02
2368689,Africa Magic,2016-01-08T19:56:00.000Z,2016-01-08T21:56:00.000Z,2016-01,1899-12-31T00:00:40.500Z,male,32,Gauteng,black,youth,Night,40,0.01
2368689,E! Entertainment,2016-02-07T21:49:00.000Z,2016-02-07T23:49:00.000Z,2016-02,1899-12-31T00:01:56.000Z,male,32,Gauteng,black,youth,Night,116,0.03
2368689,Supersport Live Events,2016-01-09T16:18:00.000Z,2016-01-09T18:18:00.000Z,2016-01,1899-12-31T00:00:54.000Z,male,32,Gauteng,black,youth,Evening,54,0.02
2368689,Supersport Live Events,2016-01-15T15:56:00.000Z,2016-01-15T17:56:00.000Z,2016-01,1899-12-31T00:04:38.000Z,male,32,Gauteng,black,youth,Evening,278,0.08
2368689,Channel O,2016-01-09T16:53:00.000Z,2016-01-09T18:53:00.000Z,2016-01,1899-12-31T00:00:54.000Z,male,32,Gauteng,black,youth,Evening,54,0.02
2368689,Africa Magic,2016-01-10T21:31:00.000Z,2016-01-10T23:31:00.000Z,2016-01,1899-12-31T00:03:28.500Z,male,32,Gauteng,black,youth,Night,208,0.06
2368689,Channel O,2016-01-16T13:56:00.000Z,2016-01-16T15:56:00.000Z,2016-01,1899-12-31T00:00:51.000Z,male,32,Gauteng,black,youth,Afternoon,51,0.01
2368689,Channel O,2016-02-06T11:42:00.000Z,2016-02-06T13:42:00.000Z,2016-02,1899-12-31T00:46:18.000Z,male,32,Gauteng,black,youth,Afternoon,2778,0.77
2368689,Supersport Live Events,2016-02-06T19:53:00.000Z,2016-02-06T21:53:00.000Z,2016-02,1899-12-31T00:09:22.000Z,male,32,Gauteng,black,youth,Night,562,0.16
2368689,Channel O,2016-02-09T19:34:00.000Z,2016-02-09T21:34:00.000Z,2016-02,1899-12-31T00:06:30.000Z,male,32,Gauteng,black,youth,Night,390,0.11
2368689,Supersport Live Events,2016-02-12T16:30:00.000Z,2016-02-12T18:30:00.000Z,2016-02,1899-12-31T00:00:52.000Z,male,32,Gauteng,black,youth,Evening,52,0.01
820583,Cartoon Network,2016-01-03T09:17:00.000Z,2016-01-03T11:17:00.000Z,2016-01,1899-12-31T00:19:20.000Z,female,38,Gauteng,indian_asian,adults,Morning,1160,0.32
809143,Boomerang,2016-02-18T13:32:00.000Z,2016-02-18T15:32:00.000Z,2016-02,1899-12-31T00:00:15.000Z,male,37,Gauteng,None,adults,Afternoon,15,0.00
809143,Cartoon Network,2016-02-18T13:42:00.000Z,2016-02-18T15:42:00.000Z,2016-02,1899-12-31T00:01:07.000Z,male,37,Gauteng,None,adults,Afternoon,67,0.02
904480,Supersport Live Events,2016-03-24T14:21:00.000Z,2016-03-24T16:21:00.000Z,2016-03,1899-12-31T00:01:16.000Z,male,37,Kwazulu Natal,indian_asian,adults,Afternoon,76,0.02
809147,CNN,2016-02-24T16:58:00.000Z,2016-02-24T18:58:00.000Z,2016-02,1899-12-31T00:01:37.000Z,male,51,Eastern Cape,None,adults,Evening,97,0.03
809147,Channel O,2016-01-09T20:53:00.000Z,2016-01-09T22:53:00.000Z,2016-01,1899-12-31T00:00:12.000Z,male,51,Eastern Cape,None,adults,Night,12,0.00
